opportunity_id,vertical,use_case_id,technology_id,priority_score,evidence_count,nace_codes,expected_nace_code_count,denominator_method,vertical_mapping_status,vertical_mapping_quality,vertical_statistical_scope,vertical_mapping_limitation,technology_proxy,technology_mapping_status,demand_scenario,assumption_status,currency,annual_value_method,geography_level,geography_id,geography_label,expected_country_count,selected_market_enterprise_base,addressable_enterprise_base,country_size_cells,countries_with_source_data,nace_country_cells_with_source_data,invalid_enterprise_input_cells,invalid_adoption_input_cells,adoption_basis,adoption_proxy_reason,low_annual_value_eur,central_annual_value_eur,high_annual_value_eur,public_employment_persons,general_public_services_expenditure_eur,defence_expenditure_eur,linked_ted_notice_count,country_coverage_ratio,country_coverage_status,expected_nace_country_cells,nace_component_coverage_ratio,nace_component_coverage_status,low_annual_potential_eur,central_annual_potential_eur,high_annual_potential_eur,market_potential_status,validation_status,market_scope,interpretation_note
Public/Gov sector | compliance-monitoring | cybersecurity-platform,Public/Gov sector,compliance-monitoring,cybersecurity-platform,81.7,7,O,1,public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method,active_public_procurement,not_approved,,scenario_specific,country,HR,HR,1,1.0,1.0,1,1,1,0,0,observed_opportunity_linked_ted_buyers,Observed procurement-active buyer lower bound. NACE O employment and COFOG expenditure are context only and are not multiplied into market size.,,,,116880.0,4756300000.0,1259700000.0,1.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,expansion_or_managed_service,not_approved,,scenario_specific,country,SI,SI,1,35.0,24.3733,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,expansion_or_managed_service,not_approved,,scenario_specific,country,SK,SK,1,138.0,73.9434,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,AT,AT,1,56.0,18.4976,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,BE,BE,1,41.0,7.805299999999997,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,BG,BG,1,37.0,23.8775,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,CZ,CZ,1,299.0,115.4393,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,DE,DE,1,538.0,198.4578,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,DK,DK,1,13.0,2.6896999999999998,1,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,EE,EE,1,14.0,3.209200000000001,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,ES,ES,1,249.0,92.23840000000001,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,FI,FI,1,30.0,3.4867000000000017,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,FR,FR,1,209.0,67.6992,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,HR,HR,1,10.0,3.2875999999999994,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,HU,HU,1,144.0,44.977199999999996,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,IT,IT,1,342.0,65.32940000000002,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,LT,LT,1,16.0,3.2879,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,LU,LU,1,4.0,1.9019999999999997,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,LV,LV,1,8.0,3.2942,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,NL,NL,1,58.0,10.599,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,NO,NO,1,17.0,3.362099999999999,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,PL,PL,1,316.0,97.2055,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,PT,PT,1,38.0,9.822999999999999,1,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,RO,RO,1,182.0,120.07379999999999,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,SE,SE,1,75.0,11.486699999999999,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,SI,SI,1,35.0,10.626700000000003,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Automotive | compliance-monitoring | cloud-data-platform,Automotive,compliance-monitoring,cloud-data-platform,59.2,1,C29,1,sbs_enterprise_count,mapped,direct_sector_proxy,"Manufacture of motor vehicles, trailers and semi-trailers","Does not include vehicle retail, repair, mobility services or all upstream suppliers.",cloud,mapped_proxy,greenfield,not_approved,,scenario_specific,country,SK,SK,1,138.0,64.0566,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
"Finance, Banking, Insurance | compliance-monitoring | machine-learning","Finance, Banking, Insurance",compliance-monitoring,machine-learning,59.2,1,K,1,sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,ai,mapped_proxy,expansion_or_managed_service,not_approved,,scenario_specific,country,AT,AT,1,311.0,155.4086,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
"Finance, Banking, Insurance | compliance-monitoring | machine-learning","Finance, Banking, Insurance",compliance-monitoring,machine-learning,59.2,1,K,1,sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,ai,mapped_proxy,expansion_or_managed_service,not_approved,,scenario_specific,country,BE,BE,1,170.0,103.593,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
